fight_id,event_date,weight_class,outcome,fighter_a_name,fighter_b_name,fighter_a_age,fighter_a_height,fighter_a_reach,fighter_a_weight,fighter_a_total_fights,fighter_a_win_percentage,fighter_a_recent_wins,fighter_a_win_streak,fighter_a_sig_strikes_landed_per_min,fighter_a_sig_strikes_absorbed_per_min,fighter_a_sig_strike_accuracy,fighter_a_sig_strike_defense,fighter_a_takedowns_landed_per_fight,fighter_a_takedown_attempts_per_fight,fighter_a_takedown_defense,fighter_a_submission_attempts_per_fight,fighter_a_ko_tko_win_rate,fighter_a_control_time_per_fight,fighter_b_age,fighter_b_height,fighter_b_reach,fighter_b_weight,fighter_b_total_fights,fighter_b_win_percentage,fighter_b_recent_wins,fighter_b_win_streak,fighter_b_sig_strikes_landed_per_min,fighter_b_sig_strikes_absorbed_per_min,fighter_b_sig_strike_accuracy,fighter_b_sig_strike_defense,fighter_b_takedowns_landed_per_fight,fighter_b_takedown_attempts_per_fight,fighter_b_takedown_defense,fighter_b_submission_attempts_per_fight,fighter_b_ko_tko_win_rate,fighter_b_control_time_per_fight,sig_strikes_landed_diff,sig_strike_accuracy_diff,takedowns_landed_diff,takedown_defense_diff,reach_diff,age_diff
d4420be78065de03,"January 14, 2023",Middleweight,0,Punahele Soriano,Roman Kopylov,32.5,71.0,72.0,170.0,15,73.33333333,6,2,5.0,3.88,53,48,1.47,2.625,37,0.0,45.45454545,0.721442886,34.0,72.0,75.0,185.0,17,82.35294118,6,0,4.96,4.86,50,55,1.17,2.785714286,87,0.0,35.71428571,1.20240481,0.04,3,0.3,-50,-3.0,-1.5
622cc4ef46913020,"January 14, 2023",Women's Bantamweight,0,Ketlen Vieira,Raquel Pennington,33.7,68.0,68.0,135.0,18,77.77777778,5,0,2.92,3.9,41,51,1.39,3.159090909,88,0.6,7.142857143,19.0,36.7,67.0,67.0,135.0,26,61.53846154,7,0,4.1,3.32,49,61,0.83,3.074074074,62,0.6,6.25,5.2,-1.18,-8,0.56,26,1.0,-3.0
a4c7d59d340794c0,"January 14, 2023",Bantamweight,1,Umar Nurmagomedov,Raoni Barcelos,29.4,68.0,69.0,135.0,19,94.73684211,6,0,4.38,2.15,57,60,3.26,8.358974359,78,0.3,5.555555556,0.428571429,38.0,67.0,67.0,135.0,24,79.16666667,5,0,5.11,4.64,53,60,2.46,6.648648649,82,0.7,15.78947368,0.0,-0.73,4,0.8,-4,2.0,-8.6
5a2fa552e70958d4,"January 14, 2023",Bantamweight,1,Javid Basharat,Mateus Mendonca,29.7,69.0,69.0,135.0,16,87.5,4,0,5.41,2.96,53,61,1.62,4.05,83,0.2,7.142857143,21.26666667,26.3,66.0,71.0,125.0,13,76.92307692,1,0,1.66,4.14,40,30,2.54,9.407407407,55,0.4,20.0,9.266666667,3.75,13,-0.92,28,-2.0,3.4
5305049e4215d263,"January 14, 2023",Middleweight,0,Claudio Ribeiro,Abdul Razak Alhassan,32.8,73.0,77.0,185.0,16,68.75,2,0,3.59,4.9,51,30,0.56,1.12,66,0.0,45.45454545,2.926829268,39.7,70.0,73.0,185.0,19,63.15789474,3,0,3.64,4.01,49,54,0.84,2.545454545,51,0.2,66.66666667,34.3902439,-0.05,2,-0.28,15,4.0,-6.9
76b6058cddda9238,"January 14, 2023",Lightweight,1,Mateusz Rebecki,Nick Fiore,32.5,67.0,66.0,155.0,22,90.90909091,5,1,4.7,4.13,48,54,3.84,5.12,45,0.8,10.0,33.8,27.4,70.0,72.0,155.0,8,75.0,0,0,2.83,7.93,46,42,2.5,5.555555556,71,0.0,0.0,2.266666667,1.87,2,1.34,-26,-6.0,5.1
c9144a294c73b06f,"January 14, 2023",Flyweight,1,Allan Nascimento,Carlos Hernandez,33.7,68.0,69.0,125.0,26,76.92307692,2,0,3.21,2.28,61,50,1.55,5.961538462,16,0.9,0.0,43.7755102,31.5,68.0,67.0,125.0,15,66.66666667,4,0,3.83,3.5,45,50,1.56,7.428571429,65,0.2,10.0,0.0,-0.62,16,-0.01,-49,2.0,2.2
9f09e77e46f15766,"January 14, 2023",Featherweight,1,Dan Argueta,Nick Aguirre,31.7,67.0,68.0,135.0,12,75.0,1,0,2.48,3.44,43,50,4.36,12.45714286,55,1.4,0.0,40.93333333,29.3,69.0,74.0,135.0,9,77.77777778,0,0,0.73,2.89,33,45,1.16,5.8,33,0.6,0.0,5.0,1.75,10,3.2,22,-6.0,2.4
b6723b9c6ff4d594,"January 14, 2023",Flyweight,1,Charles Johnson,Jimmy Flick,34.3,69.0,70.0,125.0,24,70.83333333,6,0,4.74,3.62,49,57,0.5,2.5,67,0.4,11.76470588,21.75824176,34.7,67.0,68.0,125.0,26,65.38461538,3,0,1.67,4.7,50,43,2.36,7.151515152,0,3.5,11.76470588,5.274725275,3.07,-1,-1.86,67,2.0,-0.4
4ea48bf2407b405d,"December 17, 2022",Middleweight,1,Jared Cannonier,Sean Strickland,41.2,71.0,77.0,185.0,26,69.23076923,6,1,4.6,4.49,50,56,0.46,1.045454545,64,0.0,55.55555556,0.0,34.2,73.0,76.0,185.0,36,80.55555556,6,0,5.95,4.57,42,60,0.73,1.140625,76,0.2,20.68965517,1.92,-1.35,8,-0.27,-12,1.0,7.0
ce7744d45a698aa6,"December 17, 2022",Lightweight,1,Arman Tsarukyan,Damir Ismagulov,28.6,67.0,72.0,155.0,25,88.0,9,4,3.79,1.84,48,53,3.25,8.783783784,75,0.0,18.18181818,37.66666667,34.3,70.0,74.0,155.0,27,88.88888889,5,0,3.36,2.44,42,61,1.0,3.571428571,70,0.0,0.0,0.4,0.43,6,2.25,5,-2.0,-5.7
d95eeba3de7ecac5,"December 17, 2022",Flyweight,1,Amir Albazi,Alessandro Costa,31.5,65.0,68.0,125.0,19,89.47368421,5,0,2.72,3.71,34,61,1.39,4.34375,50,0.5,5.882352941,28.97680764,29.3,64.0,67.0,125.0,18,77.77777778,3,1,4.14,3.5,47,57,0.27,2.25,90,0.0,21.42857143,0.0,-1.42,-13,1.12,-40,1.0,2.2
9c1a2ac64c98d2f6,"December 17, 2022",Featherweight,1,Alex Caceres,Julian Erosa,36.9,70.0,73.0,145.0,36,58.33333333,7,0,4.21,3.09,49,62,0.54,0.794117647,64,0.7,14.28571429,1.630434783,35.8,73.0,74.0,145.0,44,70.45454545,6,0,6.21,6.27,48,48,1.78,4.139534884,61,0.7,29.03225806,0.0,-2.0,1,-1.24,3,-1.0,1.1
c335f44e4f3515ea,"December 17, 2022",Lightweight,1,Drew Dober,King Green,36.6,68.0,70.0,155.0,42,64.28571429,4,0,4.36,4.33,40,51,0.66,3.882352941,56,0.1,48.14814815,0.903225806,38.7,70.0,71.0,155.0,50,64.0,4,0,6.4,3.72,52,62,1.22,3.128205128,74,0.3,25.0,1.419354839,-2.04,-12,-0.56,-18,-1.0,-2.1
e0444752d18fda7f,"December 17, 2022",Middleweight,0,Cody Brundage,Michal Oleksiejczuk,31.0,72.0,72.0,185.0,17,64.70588235,4,0,2.14,2.98,54,42,2.15,4.574468085,68,0.9,45.45454545,34.59183673,30.2,72.0,74.0,185.0,29,68.96551724,5,1,5.27,4.51,51,59,1.05,2.441860465,48,0.0,35.0,22.04081633,-3.13,3,1.1,20,-2.0,0.8
c960184a583f1861,"December 17, 2022",Women's Strawweight,0,Cheyanne Vlismas,Cory McKenna,29.9,63.0,63.0,115.0,10,70.0,3,0,4.93,2.57,50,64,0.25,0.757575758,66,0.2,14.28571429,0.2,25.8,63.0,58.0,115.0,12,66.66666667,4,0,2.94,3.68,38,46,2.0,4.255319149,75,0.4,0.0,38.73333333,1.99,12,-1.75,-9,5.0,4.1
5f4e944ff1bdcd9c,"December 17, 2022",Welterweight,0,Jake Matthews,Matthew Semelsberger,30.7,71.0,73.0,170.0,28,75.0,6,0,3.45,2.63,43,61,1.46,3.56097561,67,0.6,14.28571429,6.8,32.5,73.0,75.0,170.0,19,57.89473684,4,0,3.77,4.24,42,54,1.01,1.771929825,45,0.4,36.36363636,17.06666667,-0.32,1,0.45,22,-2.0,-1.8
ed6203e849a2bf28,"December 17, 2022",Bantamweight,1,Said Nurmagomedov,Saidyokub Kakhramonov,33.1,68.0,70.0,135.0,22,81.81818182,7,0,3.38,2.25,47,56,1.01,6.733333333,62,1.2,11.11111111,2.830188679,29.5,68.0,69.0,135.0,13,76.92307692,2,0,2.05,0.88,51,58,6.63,13.8125,83,1.9,0.0,53.43396226,1.33,-4,-5.62,-21,1.0,3.6
efc64d8aae5628c9,"December 17, 2022",Lightweight,1,Rafa Garcia,Maheshate,30.8,67.0,70.0,155.0,21,80.95238095,5,1,4.01,4.47,43,60,3.21,7.465116279,77,0.2,5.882352941,24.66666667,25.4,72.0,71.0,155.0,14,71.42857143,3,0,3.86,5.64,29,53,0.0,0.0,45,0.0,20.0,0.0,0.15,14,3.21,32,-1.0,5.4
8f00da6ea8186ce2,"December 17, 2022",Welterweight,0,Bryan Battle,Rinat Fakhretdinov,30.6,73.0,77.0,170.0,15,86.66666667,7,2,5.12,4.11,52,44,0.77,4.529411765,53,0.4,23.07692308,0.0,33.6,72.0,74.0,170.0,25,92.0,5,2,4.78,3.58,52,53,3.95,11.61764706,91,0.2,0.0,56.73333333,0.34,0,-3.18,-38,3.0,-3.0
f87a7812733f7e8f,"December 17, 2022",Flyweight,0,David Dvorak,Manel Kape,32.9,65.0,68.0,125.0,26,76.92307692,3,0,3.48,3.29,43,59,0.58,1.933333333,70,0.2,0.0,10.8,31.5,65.0,68.0,125.0,28,75.0,6,0,5.04,4.05,55,57,0.42,1.4,81,0.3,19.04761905,3.8,-1.56,-12,0.16,-11,0.0,1.4
ccb7e2851319345d,"December 17, 2022",Bantamweight,1,Sergey Morozov,Journey Newson,35.9,66.0,67.0,135.0,24,79.16666667,3,2,3.01,2.97,43,61,3.63,11.70967742,68,0.0,0.0,27.93333333,36.2,65.0,67.0,135.0,15,66.66666667,1,0,2.64,2.57,32,64,0.56,3.5,43,0.3,10.0,0.0,0.37,11,3.07,25,0.0,-0.3
3c3a9c1ec0604fc2,"December 10, 2022",Light Heavyweight,0,Jan Blachowicz,Magomed Ankalaev,42.2,74.0,78.0,205.0,41,70.73170732,6,0,3.44,3.03,49,52,1.03,2.145833333,69,0.3,20.68965517,0.0,32.9,75.0,75.0,205.0,23,91.30434783,8,3,3.66,2.46,52,57,0.8,3.636363636,87,0.0,28.57142857,27.2,-0.22,-3,0.23,-18,3.0,9.3
144cd3f62591a5fb,"December 10, 2022",Lightweight,1,Paddy Pimblett,Jared Gordon,30.4,70.0,73.0,155.0,26,88.46153846,7,7,5.19,3.14,53,42,0.96,3.428571429,50,1.7,8.695652174,2.333333333,36.7,69.0,68.0,155.0,28,75.0,6,1,5.67,3.91,55,56,1.83,5.71875,62,0.0,28.57142857,25.86666667,-0.48,-2,-0.87,-12,5.0,-6.3
11f65de5348e4bc4,"December 10, 2022",Catch Weight,1,Santiago Ponzinibbio,Alex Morono,38.6,72.0,73.0,170.0,40,77.5,4,0,4.78,4.68,41,61,0.6,2.222222222,71,0.0,35.48387097,0.080106809,34.7,71.0,72.0,170.0,36,66.66666667,5,0,5.03,4.78,40,56,0.33,1.375,47,0.3,20.83333333,0.640854473,-0.25,1,0.27,24,1.0,3.9
ecab8b8b36727b8d,"December 10, 2022",Middleweight,0,Darren Till,Dricus Du Plessis,32.4,72.0,74.0,185.0,24,75.0,5,0,2.3,3.31,46,56,0.55,1.195652174,69,0.0,16.66666667,1.808650066,31.3,73.0,76.0,185.0,25,92.0,9,0,6.12,4.9,48,54,2.55,5.1,50,0.7,17.39130435,26.18610747,-3.82,-2,-2.0,19,-2.0,1.1
4a17876e99f6baf3,"December 10, 2022",Featherweight,0,Bryce Mitchell,Ilia Topuria,30.6,70.0,70.0,145.0,21,80.95238095,7,0,2.44,1.64,59,60,3.27,9.083333333,33,1.3,11.76470588,10.89795918,28.3,67.0,69.0,155.0,16,100.0,8,0,4.69,3.84,47,64,2.02,3.31147541,92,1.1,31.25,9.551020408,-2.25,12,1.25,-59,1.0,2.3
fd7421f421e802bd,"December 10, 2022",Bantamweight,1,Raul Rosas Jr.,Jay Perrin,20.6,69.0,67.0,135.0,12,91.66666667,6,4,1.51,1.37,44,50,4.01,9.780487805,0,1.1,9.090909091,48.29268293,31.9,67.0,67.0,135.0,17,58.82352941,0,0,3.71,3.9,46,44,2.83,5.442307692,58,0.0,0.0,0.0,-2.2,-2,1.18,-58,0.0,-11.3
1779cc4ae925df01,"December 10, 2022",Heavyweight,1,Jairzinho Rozenstruik,Chris Daukaus,37.1,74.0,78.0,242.0,21,71.42857143,5,0,3.48,2.63,48,52,0.0,0.0,72,0.0,66.66666667,15.65217391,35.6,75.0,76.0,205.0,19,63.15789474,4,0,6.05,4.64,50,55,0.0,0.0,100,0.0,66.66666667,0.0,-2.57,-2,0.0,-28,2.0,1.5
4e9d76ed54f1f352,"December 10, 2022",Middleweight,1,Edmen Shahbazyan,Dalcha Lungiambula,27.5,74.0,74.0,185.0,19,73.68421053,4,0,3.78,3.85,50,47,1.97,5.184210526,65,0.5,64.28571429,7.022375215,37.8,68.0,76.0,185.0,17,64.70588235,2,0,3.07,3.93,45,52,2.14,4.755555556,77,0.0,36.36363636,1.549053356,0.71,5,-0.17,-12,-2.0,-10.3
a346180c8b109469,"December 10, 2022",Middleweight,1,Chris Curtis,Joaquin Buckley,37.8,70.0,75.0,170.0,43,72.09302326,4,0,6.16,6.43,51,53,0.0,0.0,82,0.0,16.12903226,0.767590618,31.0,70.0,76.0,170.0,27,77.77777778,7,0,4.22,3.13,37,59,1.78,3.955555556,73,0.1,52.38095238,0.0,1.94,14,-1.78,9,-1.0,6.8
a1a5d06b0e7ada62,"December 10, 2022",Featherweight,1,Billy Quarantillo,Alexander Hernandez,36.4,70.0,70.0,145.0,25,72.0,5,0,7.44,5.83,54,42,1.47,6.125,61,1.0,33.33333333,8.421052632,32.6,69.0,72.0,155.0,24,66.66666667,5,2,4.38,4.62,40,57,1.24,3.444444444,71,0.1,37.5,26.10526316,3.06,14,0.23,-10,-2.0,3.8
2d9d966e0e8df232,"December 10, 2022",Featherweight,1,TJ Brown,Erik Silva,35.0,69.0,72.0,145.0,28,60.71428571,4,0,3.37,2.89,44,49,3.41,5.98245614,36,1.3,0.0,42.60657734,38.2,69.0,71.0,145.0,12,75.0,1,0,2.07,1.57,70,40,3.76,4.7,62,0.0,22.22222222,11.32764921,1.3,-26,-0.35,-26,1.0,-3.2
5bc31abb5842942a,"December 10, 2022",Bantamweight,1,Cameron Saaiman,Steven Koslow,24.4,68.0,67.0,135.0,12,75.0,4,0,5.3,4.14,46,51,0.89,3.178571429,47,0.7,55.55555556,27.36225088,28.3,67.0,69.0,125.0,7,85.71428571,0,0,0.77,3.73,37,40,5.28,9.6,0,1.1,16.66666667,19.69519343,4.53,9,-4.39,47,-2.0,-3.9
a419e6df765aa755,"December 03, 2022",Welterweight,1,Stephen Thompson,Kevin Holland,42.2,72.0,75.0,170.0,26,65.38461538,4,0,4.11,3.02,46,55,0.25,0.609756098,63,0.0,47.05882353,2.35,32.5,75.0,81.0,170.0,40,67.5,4,0,4.19,3.1,50,50,0.77,2.081081081,54,0.6,25.92592593,4.05,-0.08,-4,-0.52,9,-6.0,9.7
f17813d03fcd8e7a,"December 03, 2022",Welterweight,0,Bryan Barberena,Rafael Dos Anjos,36.0,72.0,72.0,185.0,30,60.0,4,0,5.35,4.59,48,44,0.13,0.590909091,50,0.3,33.33333333,4.2,40.5,68.0,70.0,170.0,49,65.30612245,4,0,3.48,3.23,47,60,1.95,5.571428571,54,0.6,25.0,47.52,1.87,1,-1.82,-4,2.0,-4.5
5a8f7afc5ea69537,"December 03, 2022",Flyweight,1,Matheus Nicolau,Matt Schnell,32.3,66.0,66.0,125.0,26,73.07692308,6,0,3.31,2.98,51,65,1.22,2.837209302,90,0.8,21.05263158,6.98019802,35.3,68.0,70.0,125.0,26,65.38461538,4,1,4.13,4.17,40,55,0.49,1.225,43,1.2,29.41176471,0.0,-0.82,11,0.73,47,-4.0,-3.0
972e17c1b98fca06,"December 03, 2022",Heavyweight,0,Tai Tuivasa,Sergei Pavlovich,32.2,74.0,75.0,264.0,23,65.2173913,5,0,3.77,5.18,46,44,0.0,0.0,57,0.0,66.66666667,0.0,33.0,75.0,84.0,257.0,22,86.36363636,7,1,4.54,3.81,43,54,0.63,1.575,75,0.0,42.10526316,10.0,-0.77,3,-0.63,-18,-9.0,-0.8
a71764d5da04e3bc,"December 03, 2022",Middleweight,0,Jack Hermansson,Roman Dolidze,36.9,73.0,77.0,185.0,32,75.0,5,0,5.09,3.69,44,56,1.53,5.1,80,0.4,25.0,12.30769231,36.8,74.0,76.0,185.0,18,83.33333333,7,3,3.58,3.56,42,49,1.11,2.775,33,0.9,33.33333333,3.296703297,1.51,2,0.42,47,1.0,0.1
ca0f0a35a1fcb453,"December 03, 2022",Middleweight,1,Eryk Anders,Kyle Daukaus,38.1,73.0,75.0,185.0,25,68.0,5,2,3.54,4.05,48,50,1.71,7.125,80,0.1,35.29411765,18.83870968,32.2,75.0,76.0,185.0,15,73.33333333,3,0,3.22,2.94,52,42,2.12,8.48,82,1.9,18.18181818,5.677419355,0.32,-4,-0.41,-2,-1.0,5.9
7fbf09533c59e43f,"December 03, 2022",Welterweight,0,Niko Price,Phil Rowe,35.6,72.0,76.0,170.0,24,66.66666667,3,0,5.21,5.58,42,48,1.04,3.586206897,52,0.7,56.25,6.625310174,34.8,75.0,80.0,170.0,15,66.66666667,4,0,3.65,4.34,49,55,0.7,1.944444444,56,0.3,40.0,6.625310174,1.56,-7,0.34,-4,-4.0,0.8
0c9faf26efe2cdcc,"December 03, 2022",Women's Strawweight,1,Angela Hill,Emily Ducote,40.3,63.0,64.0,115.0,32,56.25,5,1,5.47,4.92,50,61,0.81,2.53125,75,0.1,11.11111111,0.0,31.4,62.0,63.0,115.0,22,59.09090909,2,0,7.45,7.84,52,57,0.2,1.428571429,94,0.0,0.0,0.0,-1.98,-2,0.61,-19,1.0,8.9
7bd6969c4ed979f9,"December 03, 2022",Lightweight,1,Clay Guida,Scott Holtzman,43.4,67.0,70.0,155.0,60,63.33333333,3,0,2.63,3.0,33,61,3.1,8.857142857,66,0.6,10.52631579,22.33333333,41.6,69.0,69.0,155.0,20,70.0,5,0,4.32,3.66,47,55,1.88,3.357142857,67,0.2,28.57142857,1.2,-1.69,-14,1.22,-1,1.0,1.8
92c1d9a6d313cb0c,"December 03, 2022",Lightweight,1,Michael Johnson,Marc Diakiese,38.9,70.0,73.0,155.0,43,55.81395349,4,2,4.23,3.8,39,58,0.61,1.525,81,0.0,37.5,2.0,32.2,70.0,73.0,155.0,24,70.83333333,5,1,2.54,2.64,40,52,3.29,7.651162791,66,0.0,11.76470588,0.0,1.69,-1,-2.68,15,0.0,6.7
be977e524ef56aa4,"December 03, 2022",Featherweight,0,Darren Elkins,Jonathan Pearce,41.0,70.0,71.0,145.0,41,70.73170732,5,0,3.4,3.34,38,51,2.87,8.441176471,56,1.1,27.5862069,3.2,33.0,72.0,71.0,145.0,21,66.66666667,6,0,5.12,3.32,54,54,5.02,10.04,55,0.8,28.57142857,14.2,-1.72,-16,-2.15,1,0.0,8.0
30abc50a2e71c576,"December 03, 2022",Lightweight,1,Natan Levy,Genaro Valdez,33.6,69.0,71.0,155.0,10,80.0,3,0,3.7,3.19,52,58,5.03,8.672413793,41,0.5,0.0,18.66666667,33.3,69.0,72.0,155.0,13,76.92307692,1,0,4.08,7.16,30,48,1.54,3.5,36,0.4,20.0,0.066666667,-0.38,22,3.49,5,-1.0,0.3
1114cd1515cf3b8f,"December 03, 2022",Featherweight,0,Marcelo Rojo,Francis Marshall,36.9,68.0,71.0,145.0,26,61.53846154,0,0,4.92,6.42,39,55,0.46,0.92,66,0.0,12.5,0.0,26.2,69.0,72.0,145.0,11,72.72727273,3,0,3.46,4.1,33,54,2.75,6.25,66,0.4,25.0,26.79144385,1.46,6,-2.29,0,-1.0,10.7
2cec230248d7eb97,"December 03, 2022",Women's Strawweight,1,Yazmin Jauregui,Istela Nunes,26.2,63.0,64.0,115.0,13,84.61538462,3,0,6.64,5.25,39,54,0.0,0.0,100,0.0,18.18181818,18.68131868,32.8,64.0,66.0,115.0,12,50.0,0,0,4.28,4.07,47,59,0.0,0.0,47,0.0,33.33333333,1.648351648,2.36,-8,0.0,53,-2.0,-6.6
c33257dd0605c7de,"November 19, 2022",Light Heavyweight,1,Kennedy Nzechukwu,Ion Cutelaba,32.9,77.0,83.0,236.0,19,73.68421053,6,2,5.37,4.89,46,51,0.56,1.244444444,81,0.2,64.28571429,12.26519337,31.4,73.0,75.0,205.0,31,61.29032258,4,0,4.26,3.34,43,47,3.77,7.693877551,75,0.1,36.84210526,35.13812155,1.11,3,-3.21,6,8.0,1.5
110f539523a4b571,"November 19, 2022",Heavyweight,0,Chase Sherman,Waldo Cortes-Acosta,35.5,76.0,78.0,250.0,28,57.14285714,2,0,6.04,6.65,45,52,0.09,0.18,74,0.0,37.5,6.266666667,33.6,76.0,78.0,260.0,14,92.85714286,7,0,5.76,3.47,49,55,0.49,0.98,66,0.2,23.07692308,0.866666667,0.28,-4,-0.4,8,0.0,1.9
c317f85a8266313e,"November 19, 2022",Welterweight,0,Andre Fialho,Muslim Salikhov,31.1,72.0,74.0,170.0,24,66.66666667,2,0,3.3,6.26,41,45,0.25,0.25,66,0.0,37.5,1.809954751,40.9,71.0,70.0,170.0,26,80.76923077,7,2,3.38,2.9,49,62,1.08,3.375,72,0.0,28.57142857,16.92307692,-0.08,-8,-0.83,-6,4.0,-9.8
d0c01840c72429c6,"November 19, 2022",Welterweight,1,Jack Della Maddalena,Danny Roberts,28.7,71.0,73.0,170.0,20,90.0,9,9,6.84,4.53,52,64,0.16,1.454545455,69,0.2,22.22222222,10.0,37.8,73.0,74.0,170.0,26,69.23076923,4,0,3.18,3.73,39,50,0.24,2.666666667,57,0.2,44.44444444,4.411764706,3.66,13,-0.08,12,-1.0,-9.1
b4cfb34e8224fd77,"November 19, 2022",Flyweight,1,Charles Johnson,Zhalgas Zhumagulov,34.3,69.0,70.0,125.0,24,70.83333333,6,0,4.74,3.62,49,57,0.5,2.5,67,0.4,11.76470588,3.8,36.7,64.0,66.0,125.0,23,60.86956522,1,0,5.24,5.86,43,52,1.3,6.842105263,75,0.2,7.142857143,4.2,-0.5,6,-0.8,-8,4.0,-2.4
144443d4dbf43990,"November 19, 2022",Women's Flyweight,1,Jennifer Maia,Maryna Moroz,36.6,64.0,64.0,125.0,32,65.625,5,0,4.35,4.52,38,55,0.42,1.555555556,58,0.1,0.0,6.933333333,33.7,67.0,67.0,125.0,17,64.70588235,5,0,4.42,4.89,33,51,0.7,2.916666667,42,0.6,0.0,0.0,-0.07,5,-0.28,16,-3.0,2.9
594435375d641f63,"November 19, 2022",Bantamweight,0,Vince Morales,Miles Johns,34.5,67.0,70.0,135.0,26,61.53846154,3,0,3.57,4.0,37,53,0.59,1.475,58,0.5,12.5,0.333333333,31.1,67.0,66.0,145.0,18,83.33333333,6,0,3.16,2.65,44,67,0.92,4.6,81,0.0,20.0,8.533333333,0.41,-7,-0.33,-23,4.0,3.4
0f2983fe7753403f,"November 19, 2022",Bantamweight,1,Ricky Turcios,Kevin Natividad,31.9,69.0,71.0,135.0,18,72.22222222,2,0,4.73,3.72,40,52,0.91,4.55,44,0.4,0.0,25.13333333,32.1,66.0,70.0,135.0,13,69.23076923,0,0,2.68,4.29,34,47,3.66,7.32,83,0.0,22.22222222,20.0,2.05,6,-2.75,-39,1.0,-0.2
bd064deb3494b41a,"November 19, 2022",Women's Strawweight,1,Vanessa Demopoulos,Maria Oliveira,36.6,62.0,59.0,115.0,18,61.11111111,5,0,3.49,5.23,41,41,0.36,3.272727273,25,0.5,0.0,31.93333333,28.4,66.0,69.0,115.0,20,65.0,1,0,5.03,5.76,38,44,0.95,2.159090909,47,0.0,7.692307692,0.066666667,-1.54,3,-0.59,-22,-10.0,8.2
a3696c847ef6c7f9,"November 19, 2022",Bantamweight,1,Brady Hiestand,Fernie Garcia,26.0,68.0,71.0,135.0,11,81.81818182,3,3,2.7,3.75,50,51,4.8,10.43478261,42,1.1,11.11111111,36.93333333,33.1,67.0,67.0,135.0,15,66.66666667,1,0,2.04,3.79,34,48,0.28,0.56,50,0.6,20.0,5.466666667,0.66,16,4.52,-8,4.0,-7.1
33719a2d9c69ed17,"November 19, 2022",Women's Flyweight,1,Natalia Silva,Tereza Bleda,28.3,64.0,65.0,125.0,25,76.0,7,7,5.04,2.46,46,65,0.34,1.36,92,0.0,10.52631579,11.61572052,23.4,69.0,71.0,125.0,8,87.5,2,0,3.02,1.86,53,46,1.81,6.703703704,83,0.7,14.28571429,25.85152838,2.02,-7,-1.47,9,-6.0,4.9
04f32bb0c0d3a8cc,"November 12, 2022",Middleweight,0,Israel Adesanya,Alex Pereira,35.8,76.0,80.0,185.0,29,82.75862069,5,0,4.02,3.2,48,55,0.05,0.454545455,76,0.1,29.16666667,17.89553369,37.8,76.0,79.0,205.0,15,80.0,8,0,5.0,3.5,62,53,0.11,0.22,78,0.2,66.66666667,1.408024224,-0.98,-14,-0.06,-2,1.0,-2.0
85b5d59f8eea976a,"November 12, 2022",Women's Strawweight,0,Carla Esparza,Zhang Weili,37.6,61.0,63.0,115.0,28,71.42857143,6,0,2.19,2.87,39,54,3.28,9.111111111,47,0.3,15.0,9.04109589,35.7,64.0,63.0,115.0,29,89.65517241,8,5,5.15,2.77,53,54,2.24,4.977777778,74,0.5,11.53846154,14.79452055,-2.96,-14,1.04,-27,0.0,1.9
4bf3010fdeea9d93,"November 12, 2022",Lightweight,1,Dustin Poirier,Michael Chandler,36.3,69.0,72.0,155.0,39,76.92307692,5,0,5.3,4.33,50,52,1.24,3.444444444,64,1.3,50.0,3.916666667,39.0,68.0,71.0,155.0,33,69.6969697,4,0,4.04,4.52,49,43,1.96,4.780487805,61,0.6,21.73913043,28.25,1.26,1,-0.72,3,1.0,-2.7
09afa6ce4747a1a2,"November 12, 2022",Bantamweight,0,Frankie Edgar,Chris Gutierrez,43.6,66.0,68.0,135.0,35,65.71428571,4,0,3.77,2.82,40,65,2.29,7.387096774,65,0.3,43.47826087,0.0,34.1,69.0,67.0,135.0,30,73.33333333,7,2,4.59,2.65,58,63,0.24,0.96,70,0.1,13.63636364,0.495867769,-0.82,-18,2.05,-5,1.0,9.5
77c78d0a71b10692,"November 12, 2022",Lightweight,1,Dan Hooker,Claudio Puelles,35.2,72.0,75.0,155.0,36,66.66666667,6,3,5.03,4.72,48,51,0.73,2.147058824,78,0.3,41.66666667,14.06593407,29.1,70.0,72.0,155.0,17,76.47058824,5,0,1.56,2.78,49,46,3.17,8.805555556,60,1.2,15.38461538,0.879120879,3.47,-1,-2.44,18,3.0,6.1
1f922cfe6178e830,"November 12, 2022",Lightweight,0,Brad Riddell,Renato Moicano,33.6,67.0,71.0,155.0,14,71.42857143,4,0,4.71,3.53,53,53,1.77,4.916666667,63,0.0,10.0,4.2,36.0,71.0,72.0,155.0,27,74.07407407,6,0,4.36,3.55,48,60,1.82,4.136363636,71,0.6,25.0,10.2,0.35,5,-0.05,-8,-1.0,-2.4
6f22afbc5f8e0bd3,"November 12, 2022",Light Heavyweight,0,Dominick Reyes,Ryan Spann,35.4,76.0,77.0,205.0,19,78.94736842,6,3,5.58,3.54,54,50,0.31,1.107142857,82,0.3,60.0,0.0,33.7,77.0,79.0,205.0,33,66.66666667,4,0,3.2,4.21,39,43,1.17,3.774193548,52,1.5,31.81818182,2.25,2.38,15,-0.86,30,-2.0,1.7
