fight_id,event_date,weight_class,outcome,fighter_a_name,fighter_b_name,fighter_a_age,fighter_a_height,fighter_a_reach,fighter_a_weight,fighter_a_total_fights,fighter_a_win_percentage,fighter_a_recent_wins,fighter_a_win_streak,fighter_a_sig_strikes_landed_per_min,fighter_a_sig_strikes_absorbed_per_min,fighter_a_sig_strike_accuracy,fighter_a_sig_strike_defense,fighter_a_takedowns_landed_per_fight,fighter_a_takedown_attempts_per_fight,fighter_a_takedown_defense,fighter_a_submission_attempts_per_fight,fighter_a_ko_tko_win_rate,fighter_a_control_time_per_fight,fighter_b_age,fighter_b_height,fighter_b_reach,fighter_b_weight,fighter_b_total_fights,fighter_b_win_percentage,fighter_b_recent_wins,fighter_b_win_streak,fighter_b_sig_strikes_landed_per_min,fighter_b_sig_strikes_absorbed_per_min,fighter_b_sig_strike_accuracy,fighter_b_sig_strike_defense,fighter_b_takedowns_landed_per_fight,fighter_b_takedown_attempts_per_fight,fighter_b_takedown_defense,fighter_b_submission_attempts_per_fight,fighter_b_ko_tko_win_rate,fighter_b_control_time_per_fight,sig_strikes_landed_diff,sig_strike_accuracy_diff,takedowns_landed_diff,takedown_defense_diff,reach_diff,age_diff
d101d2ed58a7cf84,"August 20, 2016",Featherweight,1,Artem Lobov,Chris Avila,38.7,69.0,65.0,145.0,29,44.82758621,2,0,3.52,4.82,41,50,0.39,1.56,52,0.0,0.0,2.2,32.3,70.0,,145.0,9,55.55555556,0,0,2.37,4.17,30,48,0.0,0.0,46,0.0,0.0,1.466666667,1.15,11,0.39,6,,6.4
ec381753e852cb63,"August 20, 2016",Women's Strawweight,0,Randa Markos,Cortney Casey,39.8,64.0,63.0,115.0,24,45.83333333,3,1,2.97,3.1,43,58,1.12,4.0,52,0.2,0.0,24.52554745,38.0,67.0,67.0,125.0,20,50.0,4,0,4.29,4.0,39,55,0.39,1.258064516,39,0.5,10.0,18.39416058,-1.32,4,0.73,13,-4.0,1.8
ec067e9c9efd7aa1,"August 20, 2016",Welterweight,0,Neil Magny,Lorenz Larkin,37.8,75.0,80.0,170.0,43,67.44186047,4,0,3.43,2.48,46,51,2.12,5.578947368,53,0.2,34.48275862,0.725806452,38.7,71.0,72.0,170.0,24,75.0,5,2,3.53,2.74,46,63,0.27,0.642857143,79,0.1,27.77777778,14.03225806,-0.1,0,1.85,-26,8.0,-0.9
0294253e4a5b4725,"August 20, 2016",Welterweight,1,Colby Covington,Max Griffin,37.2,71.0,72.0,170.0,22,77.27272727,6,0,3.81,3.09,38,54,3.64,8.666666667,68,0.2,29.41176471,49.59349593,39.4,71.0,76.0,170.0,31,64.51612903,5,0,3.75,3.66,48,58,1.37,3.425,69,0.3,20.0,0.569105691,0.06,-10,2.27,-1,-4.0,-2.2
41eb39f532e148d9,"August 20, 2016",Middleweight,0,Alberto Uda,Marvin Vettori,40.8,75.0,77.0,185.0,14,85.71428571,0,0,1.79,3.49,52,45,2.83,5.66,66,0.0,8.333333333,47.11111111,31.6,72.0,74.0,185.0,28,67.85714286,5,0,4.54,4.37,46,56,1.51,3.355555556,69,0.4,0.0,5.777777778,-2.75,6,1.32,-3,,9.2
570f3407722cc512,"August 06, 2016",Featherweight,1,Yair Rodriguez,Alex Caceres,32.6,71.0,71.0,145.0,27,77.77777778,5,1,4.65,3.78,46,52,0.71,2.448275862,59,0.6,28.57142857,1.24,36.9,70.0,73.0,145.0,36,58.33333333,7,0,4.21,3.09,49,62,0.54,0.794117647,64,0.7,14.28571429,3.96,0.44,-3,0.17,-5,-2.0,-4.3
0344687c9852b1d2,"August 06, 2016",Featherweight,1,Dennis Bermudez,Rony Jason,38.4,66.0,66.0,155.0,26,65.38461538,4,1,4.42,3.07,46,59,3.89,9.725,82,1.1,17.64705882,28.4,41.1,67.0,73.0,145.0,21,66.66666667,4,0,2.04,3.14,44,53,0.59,1.966666667,36,0.8,21.42857143,3.466666667,2.38,2,3.3,46,-7.0,-2.7
78410b48feaba213,"August 06, 2016",Middleweight,1,Thales Leites,Chris Camozzi,43.7,73.0,78.0,185.0,37,75.67567568,5,1,2.13,2.99,40,52,2.1,7.777777778,30,1.1,10.71428571,52.51928021,38.5,74.0,75.0,185.0,37,64.86486486,3,0,3.57,2.96,44,56,0.27,1.421052632,57,0.5,8.333333333,1.696658098,-1.44,-4,1.83,-27,3.0,5.2
787d94246afe18a3,"August 06, 2016",Welterweight,1,Santiago Ponzinibbio,Zak Cummings,38.6,72.0,73.0,170.0,40,77.5,4,0,4.78,4.68,41,61,0.6,2.222222222,71,0.0,35.48387097,0.0,40.8,72.0,75.0,205.0,32,78.125,7,2,2.96,2.91,35,55,0.62,2.214285714,66,0.6,8.0,0.6,1.82,6,-0.02,5,-2.0,-2.2
e35d878ba90d9769,"August 06, 2016",Middleweight,1,Trevor Smith,Joseph Gigliotti,44.3,75.0,75.0,185.0,25,60.0,4,0,3.29,3.31,55,51,1.7,5.3125,60,0.7,26.66666667,51.06666667,31.7,71.0,,185.0,9,77.77777778,0,0,1.04,2.92,39,45,1.56,1.56,50,0.8,0.0,3.866666667,2.25,16,0.14,10,,12.6
58c73a9562adcfe5,"August 06, 2016",Women's Strawweight,1,Maryna Moroz,Danielle Taylor,33.7,67.0,67.0,125.0,17,64.70588235,5,0,4.42,4.89,33,51,0.7,2.916666667,42,0.6,0.0,0.0,35.5,60.0,60.0,115.0,13,69.23076923,2,0,2.75,3.31,29,71,0.2,1.0,70,0.2,0.0,0.066666667,1.67,4,0.5,-28,7.0,-1.8
4a46b63c19cfa932,"August 06, 2016",Welterweight,1,Court McGee,Dominique Steele,40.4,71.0,75.0,170.0,36,63.88888889,3,0,4.6,3.59,37,61,1.87,7.48,69,0.5,13.04347826,28.4,37.3,70.0,74.0,170.0,23,60.86956522,2,0,2.32,2.42,49,50,2.95,7.023809524,76,0.0,14.28571429,6.133333333,2.28,-12,-1.08,-7,1.0,3.1
3fe9e895b2a45049,"August 06, 2016",Heavyweight,0,Viktor Pesta,Marcin Tybura,34.8,75.0,77.0,240.0,14,71.42857143,1,0,1.58,2.54,36,56,3.29,11.75,100,0.0,20.0,4.92917847,39.5,75.0,78.0,249.0,36,75.0,7,2,3.6,3.31,48,55,1.39,4.212121212,75,0.1,33.33333333,2.549575071,-2.02,-12,1.9,25,-1.0,-4.7
cb76509b5c2f2a90,"August 06, 2016",Lightweight,1,David Teymur,Jason Novelli,36.0,69.0,73.0,155.0,10,80.0,5,0,4.69,3.53,43,55,0.94,2.848484848,77,0.0,25.0,0.311688312,45.9,72.0,,155.0,15,73.33333333,0,0,1.73,3.55,24,66,0.7,2.121212121,100,0.0,9.090909091,3.584415584,2.96,19,0.24,-23,,-9.9
34644c44229e41a1,"August 06, 2016",Featherweight,1,Teruto Ishihara,Horacio Gutierrez,33.8,67.0,69.0,135.0,19,52.63157895,3,0,3.26,3.63,44,53,0.5,3.125,30,0.0,30.0,2.368421053,34.7,70.0,,145.0,7,57.14285714,0,0,0.86,2.91,26,46,0.0,0.0,50,0.0,25.0,0.0,2.4,18,0.5,-20,,-0.9
537c77f3b75a75ae,"August 06, 2016",Featherweight,1,Cub Swanson,Tatsuya Kawajiri,41.5,68.0,70.0,145.0,44,68.18181818,5,1,4.79,4.0,51,59,1.01,2.02,63,0.4,33.33333333,8.133333333,47.0,67.0,69.0,145.0,49,73.46938776,7,0,2.04,2.01,44,50,3.63,7.5625,63,1.1,16.66666667,21.8,2.75,7,-2.62,0,1.0,-5.5
02f4277726712796,"August 06, 2016",Heavyweight,0,Chase Sherman,Justin Ledet,35.5,76.0,78.0,250.0,28,57.14285714,2,0,6.04,6.65,45,52,0.09,0.18,74,0.0,37.5,0.0,36.6,76.0,80.0,205.0,13,69.23076923,3,0,3.35,4.82,39,49,0.23,0.46,42,0.2,22.22222222,0.0,2.69,6,-0.14,32,-2.0,-1.1
c67e5fec8e1876f0,"July 30, 2016",Welterweight,0,Robbie Lawler,Tyron Woodley,43.1,71.0,74.0,170.0,46,65.2173913,4,1,3.85,4.67,47,59,0.65,1.015625,65,0.0,56.66666667,0.0,43.1,69.0,74.0,170.0,27,70.37037037,5,0,2.36,2.76,48,54,1.06,2.65,87,0.4,42.10526316,8.636363636,1.49,-1,-0.41,-22,0.0,0.0
7f3763caa99a3486,"July 30, 2016",Women's Strawweight,0,Rose Namajunas,Karolina Kowalkiewicz,32.9,65.0,65.0,125.0,21,66.66666667,5,0,3.71,3.48,42,63,1.46,2.92,61,0.4,21.42857143,9.733333333,39.6,63.0,64.0,115.0,25,64.0,4,0,5.54,5.51,43,57,0.31,1.409090909,74,0.2,6.25,9.2,-1.83,-1,1.15,-13,1.0,-6.7
82d057278298846f,"July 30, 2016",Welterweight,0,Matt Brown,Jake Ellenberger,44.3,72.0,75.0,170.0,45,57.77777778,4,1,3.76,2.92,55,55,1.68,3.652173913,63,1.3,61.53846154,0.0,40.1,69.0,71.0,170.0,46,67.39130435,2,0,2.47,2.83,39,60,2.04,4.340425532,86,0.4,41.93548387,23.20754717,1.29,16,-0.36,-23,4.0,4.2
3cf1d67a20ae1c18,"July 30, 2016",Bantamweight,0,Francisco Rivera,Erik Perez,43.6,68.0,70.0,135.0,18,61.11111111,4,0,4.07,3.16,41,68,1.01,1.603174603,68,0.6,36.36363636,0.066666667,35.5,68.0,68.0,135.0,23,73.91304348,7,3,3.16,2.09,40,66,3.16,5.745454545,69,0.2,11.76470588,20.0,0.91,1,-2.15,-1,2.0,8.1
c8f946610906bffe,"July 30, 2016",Flyweight,1,Ryan Benoit,Fredy Serrano,35.7,65.0,68.0,125.0,18,55.55555556,3,0,2.88,3.65,39,58,0.28,1.272727273,72,0.4,20.0,5.666666667,45.6,63.0,65.0,125.0,5,60.0,2,0,1.58,1.89,26,61,2.84,11.36,84,0.0,66.66666667,19.93333333,1.3,13,-2.56,-12,3.0,-9.9
ae6fb7829db7ecc7,"July 30, 2016",Light Heavyweight,1,Nikita Krylov,Ed Herman,33.2,75.0,77.0,205.0,40,75.0,5,0,4.33,2.49,54,44,2.24,5.894736842,53,1.4,20.0,9.705882353,44.6,73.0,77.0,205.0,43,62.79069767,4,0,3.31,3.71,48,42,1.96,4.170212766,59,1.0,29.62962963,4.411764706,1.02,6,0.28,-6,0.0,-11.4
806ee07a1a7042b8,"July 30, 2016",Welterweight,0,Ross Pearson,Jorge Masvidal,40.6,68.0,69.0,155.0,36,55.55555556,3,0,3.68,4.09,40,62,0.74,2.114285714,75,0.0,45.0,2.0,40.5,71.0,74.0,170.0,52,67.30769231,4,0,4.05,3.05,47,64,1.38,2.338983051,72,0.3,22.85714286,2.4,-0.37,-7,-0.64,3,-5.0,0.1
8495283a56311b4d,"July 30, 2016",Heavyweight,1,Anthony Hamilton,Damian Grabowski,45.1,77.0,76.0,260.0,24,62.5,3,0,3.91,3.02,65,45,2.62,6.238095238,78,0.0,33.33333333,8.571428571,45.0,73.0,75.0,241.0,25,80.0,0,0,4.0,7.65,36,51,0.0,0.0,0,0.0,10.0,0.0,-0.09,29,2.62,78,1.0,0.1
8b61a3acdfb007d9,"July 30, 2016",Flyweight,1,Wilson Reis,Hector Sandoval,40.3,64.0,65.0,125.0,33,69.6969697,5,0,1.83,3.04,29,55,5.15,12.26190476,47,0.6,8.695652174,35.77981651,38.8,62.0,64.0,125.0,18,77.77777778,2,0,3.31,2.33,52,65,3.49,13.96,71,1.4,14.28571429,3.853211009,-1.48,-23,1.66,-24,1.0,1.5
855338a9a68e4c9f,"July 30, 2016",Welterweight,0,Michael Graves,Bojan Velickovic,34.3,70.0,71.0,170.0,7,85.71428571,2,0,1.25,1.47,54,58,4.8,9.230769231,66,0.4,0.0,28.26666667,36.4,72.0,76.0,170.0,22,68.18181818,2,0,2.18,2.31,34,57,0.67,2.68,55,0.5,6.666666667,5.533333333,-0.93,20,4.13,11,-5.0,-2.1
09c092dc766fa3f9,"July 30, 2016",Lightweight,0,Cesar Arzamendia,Damien Brown,34.3,71.0,71.0,155.0,11,72.72727273,0,0,5.37,5.2,45,56,7.32,9.76,0,2.4,25.0,1.224489796,40.4,70.0,68.0,155.0,29,58.62068966,2,0,3.66,4.86,38,50,0.68,2.518518519,53,0.7,11.76470588,20.81632653,1.71,7,6.64,-53,,-6.1
9e90800495c1d607,"July 23, 2016",Women's Bantamweight,0,Holly Holm,Valentina Shevchenko,43.6,68.0,69.0,135.0,22,68.18181818,5,0,3.13,2.92,40,55,0.87,2.9,76,0.1,20.0,4.2,37.2,65.0,66.0,125.0,30,83.33333333,8,2,3.14,2.06,52,63,2.62,4.366666667,75,0.3,16.0,6.52,-0.01,-12,-1.75,1,3.0,6.4
b1dee00c3052e65e,"July 23, 2016",Lightweight,1,Edson Barboza,Gilbert Melendez,39.3,71.0,75.0,145.0,36,66.66666667,4,0,4.11,4.65,44,56,0.45,0.9,72,0.1,54.16666667,2.533333333,43.1,69.0,73.0,145.0,30,73.33333333,4,0,3.44,2.53,33,63,1.64,4.0,71,0.2,36.36363636,0.266666667,0.67,11,-1.19,1,2.0,-3.8
9d2f46b677246e41,"July 23, 2016",Heavyweight,1,Francis Ngannou,Bojan Mihajlovic,38.7,76.0,83.0,250.0,20,85.0,8,6,2.33,2.16,41,41,0.76,1.225806452,71,0.3,58.82352941,3.829787234,45.1,71.0,73.0,205.0,16,62.5,0,0,1.23,5.95,35,47,0.0,0.0,33,0.0,30.0,0.0,1.1,6,0.76,38,10.0,-6.4
5a09a7a3f2792d1a,"July 23, 2016",Women's Strawweight,1,Felice Herrig,Kailin Curran,40.6,64.0,65.0,115.0,24,58.33333333,5,0,3.84,5.19,37,48,1.08,3.857142857,75,0.8,0.0,30.25210084,34.1,64.0,65.0,115.0,9,44.44444444,1,0,3.89,4.75,43,53,2.0,3.50877193,61,0.6,25.0,0.0,-0.05,-6,-0.92,14,0.0,6.5
8167500af262bba5,"July 23, 2016",Bantamweight,0,Frankie Saenz,Eddie Wineland,44.7,66.0,66.0,135.0,20,65.0,5,0,3.94,3.5,47,52,1.74,5.612903226,61,0.1,23.07692308,6.890756303,40.9,67.0,69.0,135.0,41,58.53658537,3,0,3.4,3.76,29,68,0.34,1.03030303,86,0.1,54.16666667,0.420168067,0.54,18,1.4,-25,-3.0,3.8
1eb0491642f276ed,"July 23, 2016",Featherweight,1,Darren Elkins,Godofredo Pepey,41.0,70.0,71.0,145.0,41,70.73170732,5,0,3.4,3.34,38,51,2.87,8.441176471,56,1.1,27.5862069,47.0,37.9,67.0,73.0,145.0,19,68.42105263,5,0,2.32,3.23,38,47,0.37,5.285714286,35,1.5,30.76923077,4.066666667,1.08,0,2.5,21,-2.0,3.1
e09d17f97d6fc6b8,"July 23, 2016",Welterweight,1,Kamaru Usman,Alexander Yakovlev,38.0,72.0,76.0,170.0,24,83.33333333,6,0,4.36,2.74,52,54,2.82,6.266666667,89,0.1,25.0,52.13333333,40.8,75.0,74.0,155.0,35,68.57142857,3,0,1.74,2.41,47,58,1.66,4.742857143,72,0.1,4.166666667,0.0,2.62,5,1.16,17,2.0,-2.8
adb86e0206cba97d,"July 23, 2016",Lightweight,1,Michel Prazeres,JC Cottrell,43.8,66.0,67.0,170.0,30,86.66666667,8,0,2.38,2.51,47,57,3.94,10.94444444,47,0.6,0.0,26.86666667,35.5,69.0,,155.0,22,77.27272727,0,0,0.79,2.75,25,45,0.79,0.79,50,0.0,0.0,5.733333333,1.59,22,3.15,-3,,8.3
3aace29fcc65ec51,"July 23, 2016",Welterweight,1,Alex Oliveira,James Moontasri,37.2,71.0,76.0,170.0,35,62.85714286,3,0,2.99,2.55,51,46,2.35,6.184210526,63,0.6,27.27272727,45.33333333,37.1,70.0,71.0,170.0,14,64.28571429,2,0,2.39,3.86,48,40,0.0,0.0,79,0.2,11.11111111,5.266666667,0.6,3,2.35,-16,5.0,0.1
435c93cb89016fd1,"July 23, 2016",Featherweight,0,Jim Alers,Jason Knight,38.6,69.0,71.0,145.0,16,81.25,1,0,2.9,4.38,40,56,2.26,5.512195122,80,0.3,7.692307692,13.46666667,32.8,70.0,71.0,145.0,25,80.0,4,0,2.95,3.02,33,51,1.31,4.225806452,47,1.7,10.0,3.066666667,-0.05,7,0.95,33,0.0,5.8
43fbc59edc7dfa9f,"July 23, 2016",Heavyweight,1,Luis Henrique,Dmitrii Smoliakov,31.7,74.0,74.0,243.0,15,66.66666667,2,0,1.81,2.22,43,47,3.09,8.583333333,50,1.0,20.0,40.26022305,42.8,74.0,74.0,253.0,12,75.0,0,0,1.44,3.81,42,55,0.0,0.0,75,0.0,22.22222222,0.0,0.37,1,3.09,-25,0.0,-11.1
08c6b88ac22717ed,"July 13, 2016",Bantamweight,0,Michael McDonald,John Lineker,34.3,69.0,70.0,135.0,21,80.95238095,7,0,2.69,2.76,42,57,1.09,1.651515152,52,1.4,17.64705882,0.0,34.9,63.0,67.0,135.0,40,77.5,8,0,5.36,4.27,40,56,0.56,0.965517241,67,0.6,19.35483871,2.944785276,-2.67,2,0.53,-15,3.0,-0.6
824fb74f5fc34218,"July 13, 2016",Lightweight,1,Tony Ferguson,Lando Vannata,41.2,71.0,76.0,170.0,37,70.27027027,2,0,4.91,4.37,45,55,0.39,1.114285714,66,0.9,26.92307692,0.0,33.2,69.0,71.0,155.0,21,57.14285714,3,0,4.52,4.76,45,55,1.09,2.945945946,69,0.3,8.333333333,9.502262443,0.39,0,-0.7,-3,5.0,8.0
0f73ee9121ec7539,"July 13, 2016",Middleweight,1,Tim Boetsch,Josh Samman,44.3,72.0,74.0,185.0,34,61.76470588,4,0,2.93,2.9,50,57,1.45,4.264705882,59,0.8,52.38095238,29.60302457,37.2,75.0,79.0,185.0,17,76.47058824,3,0,2.08,2.47,52,34,1.09,3.303030303,33,0.4,23.07692308,14.40453686,0.85,-2,0.36,26,-5.0,7.1
0fed8d8499eae01a,"July 13, 2016",Heavyweight,0,Aleksei Oleinik,Daniel Omielanczuk,47.9,74.0,80.0,240.0,78,76.92307692,4,0,3.29,3.8,48,44,1.82,3.956521739,37,1.9,10.0,37.53333333,42.7,72.0,74.0,247.0,28,67.85714286,4,0,3.09,3.29,57,47,0.56,2.153846154,68,0.1,10.52631579,15.8,0.2,-9,1.26,-31,6.0,5.2
bb0770ead53940f5,"July 13, 2016",Welterweight,0,Kyle Noke,Keita Nakamura,45.1,73.0,76.0,170.0,33,66.66666667,4,0,3.23,2.09,50,64,1.53,2.833333333,66,0.8,18.18181818,3.305509182,41.0,71.0,73.0,170.0,46,73.91304348,5,0,2.23,3.2,36,58,1.65,3.4375,63,0.3,0.0,3.205342237,1.0,14,-0.12,3,3.0,4.1
a2fe63d064567d14,"July 13, 2016",Flyweight,1,Louis Smolka,Ben Nguyen,33.8,69.0,68.0,135.0,26,65.38461538,3,0,4.67,4.11,47,53,1.69,4.828571429,32,1.8,35.29411765,43.68330465,36.8,65.0,65.0,125.0,24,66.66666667,4,0,3.51,3.01,40,59,0.25,0.757575758,63,1.0,12.5,11.25645439,1.16,7,1.44,-31,3.0,-3.0
ee46c069ebe691ff,"July 13, 2016",Women's Bantamweight,0,Lauren Murphy,Katlyn Cerminara,41.8,65.0,67.0,125.0,22,72.72727273,6,0,4.05,5.25,39,55,1.03,4.12,69,0.1,18.75,22.8,36.4,69.0,68.0,125.0,24,75.0,6,0,4.58,4.48,34,62,0.31,2.066666667,50,0.3,11.11111111,0.466666667,-0.53,5,0.72,19,-1.0,5.4
2ef96a4eb306fbb4,"July 13, 2016",Middleweight,0,Eric Spicely,Sam Alvey,38.6,73.0,73.0,185.0,18,66.66666667,2,0,3.71,5.72,45,55,1.31,6.55,75,1.0,16.66666667,27.2392638,39.0,74.0,75.0,185.0,52,63.46153846,1,0,3.28,3.63,44,52,0.06,0.428571429,82,0.1,27.27272727,7.36196319,0.43,1,1.25,-7,-2.0,-0.4
2d205cc1da2e7930,"July 13, 2016",Women's Strawweight,1,Cortney Casey,Cristina Stanciu,38.0,67.0,67.0,125.0,20,50.0,4,0,4.29,4.0,39,55,0.39,1.258064516,39,0.5,10.0,22.30769231,31.1,63.0,,115.0,7,71.42857143,0,0,2.5,3.07,50,52,0.85,0.85,40,1.7,20.0,0.0,1.79,-11,-0.46,-1,,6.9
5b6451f3f83c719c,"July 13, 2016",Lightweight,1,Scott Holtzman,Cody Pfister,41.6,69.0,69.0,155.0,20,70.0,5,0,4.32,3.66,47,55,1.88,3.357142857,67,0.2,28.57142857,25.4,34.8,70.0,73.0,155.0,20,65.0,1,0,1.41,2.8,25,51,2.82,9.4,0,0.0,0.0,14.13333333,2.91,22,-0.94,67,-4.0,6.8
df661c70c40adf84,"July 13, 2016",Bantamweight,1,Rani Yahya,Matthew Lopez,40.7,66.0,67.0,135.0,41,68.29268293,5,0,1.71,2.08,38,50,2.73,9.1,29,1.8,10.71428571,32.06053551,38.3,67.0,69.0,135.0,14,71.42857143,2,0,3.13,3.73,50,55,3.32,5.533333333,71,1.3,30.0,8.731082654,-1.42,-12,-0.59,-42,-2.0,2.4
0864112e968630ea,"July 13, 2016",Middleweight,0,Devin Clark,Alex Nicholson,35.1,72.0,75.0,205.0,23,60.86956522,4,0,3.03,3.24,54,44,2.17,6.78125,58,0.1,28.57142857,33.33333333,35.0,76.0,77.0,185.0,11,63.63636364,1,0,4.12,4.65,43,47,0.0,0.0,50,0.5,28.57142857,0.202020202,-1.09,11,2.17,8,-2.0,0.1
135760b07e1fb79b,"July 09, 2016",Women's Bantamweight,0,Miesha Tate,Amanda Nunes,38.7,66.0,65.0,135.0,30,66.66666667,5,0,2.62,3.05,44,51,1.97,6.566666667,56,1.2,10.0,0.0,36.9,68.0,69.0,135.0,28,82.14285714,9,2,4.55,2.62,51,57,2.73,5.055555556,82,0.7,43.47826087,8.265306122,-1.93,-7,-0.76,-26,-4.0,1.8
83414cc83ec3f2ac,"July 09, 2016",Heavyweight,0,Brock Lesnar,Mark Hunt,47.8,75.0,81.0,265.0,8,62.5,5,0,3.53,2.11,72,50,3.9,7.090909091,60,0.5,100.0,32.46666667,51.1,70.0,72.0,265.0,28,46.42857143,3,0,2.81,2.9,43,51,0.51,0.927272727,64,0.2,115.3846154,0.0,0.72,29,3.39,-4,9.0,-3.3
424221c96ee13ceb,"July 09, 2016",Light Heavyweight,1,Daniel Cormier,Anderson Silva,46.1,71.0,72.0,235.0,25,88.0,7,0,4.25,2.92,52,54,1.83,4.159090909,80,0.4,40.90909091,42.2,50.1,74.0,77.0,185.0,45,75.55555556,2,0,3.05,2.05,61,60,0.5,0.649350649,69,0.8,70.58823529,0.0,1.2,-9,1.33,11,-5.0,-4.0
84c5035830ebb421,"July 09, 2016",Featherweight,1,Jose Aldo,Frankie Edgar,38.7,67.0,70.0,135.0,42,76.19047619,4,0,3.65,3.81,46,60,0.47,0.921568627,92,0.1,46.875,2.84,43.6,66.0,68.0,135.0,35,65.71428571,4,0,3.77,2.82,40,65,2.29,7.387096774,65,0.3,43.47826087,0.0,-0.12,6,-1.82,27,2.0,-4.9
1a66e67add5d55ef,"July 09, 2016",Heavyweight,1,Cain Velasquez,Travis Browne,42.8,73.0,77.0,240.0,17,82.35294118,7,0,6.37,2.33,57,57,5.13,11.4,85,0.4,100.0,31.51515152,42.8,78.0,79.0,255.0,26,69.23076923,4,0,2.93,4.31,41,42,1.21,1.779411765,75,0.2,61.11111111,0.0,3.44,16,3.92,10,-2.0,0.0
96c93167c982c467,"July 09, 2016",Women's Bantamweight,0,Cat Zingano,Julianna Pena,42.9,66.0,68.0,145.0,14,71.42857143,3,0,2.57,1.63,61,47,2.77,4.261538462,42,0.8,30.0,36.33333333,35.7,66.0,69.0,135.0,18,72.22222222,6,0,3.25,2.53,44,57,1.81,3.232142857,23,0.8,15.38461538,19.46666667,-0.68,17,0.96,19,-1.0,7.2
8c2e4d3cc4b9e93a,"July 09, 2016",Welterweight,0,Johny Hendricks,Kelvin Gastelum,41.7,69.0,69.0,185.0,26,69.23076923,3,0,3.49,3.99,45,53,3.83,8.326086957,63,0.3,50.0,8.6,33.5,69.0,71.0,185.0,29,68.96551724,3,0,3.74,3.48,42,57,1.1,3.235294118,59,0.1,15.0,1.4,-0.25,3,2.73,4,-2.0,8.2
c1f74805a4ff9396,"July 09, 2016",Bantamweight,1,TJ Dillashaw,Raphael Assuncao,39.3,66.0,67.0,135.0,23,78.26086957,7,0,5.09,3.47,41,62,1.56,5.2,77,0.8,55.55555556,3.266666667,42.8,65.0,66.0,135.0,38,73.68421053,5,0,3.22,2.5,42,66,1.65,4.230769231,78,0.2,17.85714286,0.133333333,1.87,-1,-0.09,-1,1.0,-3.5
d1aaef0d7f0c8e8b,"July 09, 2016",Lightweight,1,Sage Northcutt,Enrique Marin,29.2,72.0,71.0,170.0,13,84.61538462,6,3,3.58,1.96,52,58,1.81,5.323529412,41,0.6,18.18181818,17.6,38.7,70.0,,170.0,14,71.42857143,0,0,1.43,3.0,33,50,2.5,6.578947368,60,1.0,0.0,29.8,2.15,19,-0.69,-19,,-9.5
9d7a798f0c20c04a,"July 09, 2016",Lightweight,0,Diego Sanchez,Joe Lauzon,43.4,70.0,72.0,170.0,44,70.45454545,5,0,2.69,3.02,37,56,1.51,6.291666667,46,0.8,32.25806452,0.0,41.0,70.0,71.0,155.0,44,63.63636364,4,1,2.84,5.39,39,54,2.39,5.311111111,54,2.0,39.28571429,11.86046512,-0.15,-2,-0.88,-8,1.0,2.4
7679c5ee3514e119,"July 09, 2016",Middleweight,1,Gegard Mousasi,Thiago Santos,39.8,74.0,76.0,185.0,50,84.0,8,5,3.75,1.21,50,68,1.59,2.65,59,1.1,40.47619048,28.45588235,41.3,74.0,76.0,205.0,33,66.66666667,5,0,3.72,2.57,48,53,0.88,2.666666667,65,0.1,63.63636364,0.0,0.03,2,0.71,-6,0.0,-1.5
433e3fd8782b6e0e,"July 09, 2016",Lightweight,1,Jim Miller,Takanori Gomi,41.7,68.0,71.0,155.0,57,66.66666667,6,0,2.92,3.44,42,56,1.5,3.333333333,48,1.7,21.05263158,40.43478261,46.6,67.0,70.0,155.0,49,71.42857143,3,0,3.81,3.52,41,60,1.23,1.892307692,63,0.8,37.14285714,0.0,-0.89,1,0.27,-15,1.0,-4.9
6ab9d2d334f613c8,"July 08, 2016",Women's Strawweight,1,Joanna Jedrzejczyk,Claudia Gadelha,37.7,66.0,65.0,115.0,21,76.19047619,5,0,6.28,3.25,48,62,0.27,0.435483871,80,0.1,25.0,3.64,36.4,64.0,63.0,115.0,23,78.26086957,6,0,3.31,4.57,41,57,3.03,7.214285714,58,0.7,0.0,22.84,2.97,7,-2.76,22,2.0,1.3
9fc85aef42733a16,"July 08, 2016",Light Heavyweight,1,Andrew Sanchez,Khalil Rountree Jr.,37.1,73.0,74.0,185.0,20,65.0,5,0,4.3,5.1,43,50,2.55,7.083333333,100,0.0,38.46153846,48.13333333,35.2,73.0,76.0,205.0,20,70.0,6,0,3.73,4.51,38,48,0.0,0.0,58,0.1,71.42857143,0.0,0.57,5,2.55,42,-2.0,1.9
f8b9b5ee3d4a8ac3,"July 08, 2016",Women's Strawweight,1,Tatiana Suarez,Amanda Cooper,34.4,65.0,66.0,115.0,12,91.66666667,7,0,3.22,1.58,61,47,4.65,9.893617021,80,0.7,9.090909091,47.89237668,33.6,63.0,64.0,115.0,8,37.5,2,0,3.55,3.2,44,51,1.53,4.026315789,28,1.8,33.33333333,6.995515695,-0.33,17,3.12,52,2.0,0.8
1299f04f429bcc0e,"July 08, 2016",Lightweight,0,Ross Pearson,Will Brooks,40.6,68.0,69.0,155.0,36,55.55555556,3,0,3.68,4.09,40,62,0.74,2.114285714,75,0.0,45.0,8.466666667,38.6,70.0,72.0,155.0,22,81.81818182,2,0,4.26,2.54,59,56,2.08,4.078431373,82,0.3,11.11111111,18.2,-0.58,-19,-1.34,-7,-3.0,2.0
